langs,neighbour,i
Uighur,Lao,8
Uighur,Turkmen,9
Uighur,Kirghiz,10
Ukrainian,Russian,1
Ukrainian,Latvian,2
Ukrainian,Hungarian,3
Ukrainian,Polish,4
Ukrainian,Czech,5
Ukrainian,Lithuanian,6
Ukrainian,Finnish,7
Ukrainian,Danish,8
Ukrainian,Swedish,9
Ukrainian,Slovak,10
Ulster,Scots,1
Ulster,South Yorkshire English,2
Ulster,Devon,3
Ulster,Sussex,4
Ulster,Essex,5
Ulster,Wiltshire-Hampshire,6
Ulster,Plautdietsch,7
Ulster,Midland American English,8
Ulster,Breton,9
Ulster,Manx,10
Unami,Northwestern Ojibwa,1
Unami,Chippewa,2
Unami,Mískito,3
Unami,Powhatan,4
Unami,Atakapa,5
Unami,Kalispel-Pend d'Oreille,6
Unami,West Circassian,7
Unami,Pidgin Chinook Jargon,8
Unami,Huron-Wyandot,9
Unami,Choctaw,10
Upper Chehalis,Squamish,1
Upper Chehalis,Bella Coola,2
Upper Chehalis,Shoshoni,3
Upper Chehalis,Kwak'wala,4
Upper Chehalis,Cahuilla,5
Upper Chehalis,Northwest Sahaptin,6
Upper Chehalis,Eastern Ojibwa,7
Upper Chehalis,Tonkawa,8
Upper Chehalis,Aleut,9
Upper Chehalis,Coast Miwok,10
Upper Sorbian,Slovak,1
Upper Sorbian,Serbian-Croatian-Bosnian,2
Upper Sorbian,Slovenian,3
Upper Sorbian,Georgian,4
Upper Sorbian,Lithuanian,5
Upper Sorbian,Russian,6
Upper Sorbian,Hungarian,7
Upper Sorbian,Galician,8
Upper Sorbian,Eastern Yiddish,9
Upper Sorbian,Belarusian,10
Urak Lawoi',Besisi,1
Urak Lawoi',Bassa,2
Urak Lawoi',Yapese,3
Urak Lawoi',Tetum,4
Urak Lawoi',Kalamang,5
Urak Lawoi',Larike-Wakasihu,6
Urak Lawoi',Mon,7
Urak Lawoi',Balinese,8
Urak Lawoi',Roviana,9
Urak Lawoi',Garifuna,10
Urdu,Hindustani,1
Urdu,Sindhi,2
Urdu,Western Farsi,3
Urdu,Northern Pashto,4
Urdu,Eastern Panjabi,5
Urdu,Hindi,6
Urdu,Telugu,7
Urdu,Bengali,8
Urdu,Malayalam,9
Urdu,Marathi,10
Urhobo,Izon,1
Urhobo,Esan,2
Urhobo,Igbo,3
Urhobo,Tee,4
Urhobo,Bini,5
Urhobo,Ga,6
Urhobo,Abua,7
Urhobo,Nzima,8
Urhobo,Tangale,9
Urhobo,Liberia Kpelle,10
Uripiv,Nafsan,1
Uripiv,Lenakel,2
Uripiv,Yabem,3
Uripiv,Awa,4
Uripiv,To'abaita,5
Uripiv,Lonwolwol,6
Uripiv,Sie,7
Uripiv,Kwamera,8
Uripiv,Äiwoo,9
Uripiv,Paama,10
Ute-Southern Paiute,Comanche,1
Ute-Southern Paiute,Seneca,2
Ute-Southern Paiute,Cherokee,3
Ute-Southern Paiute,Zuni,4
Ute-Southern Paiute,Classical Nahuatl,5
Ute-Southern Paiute,Rendille,6
Ute-Southern Paiute,Tunica,7
Ute-Southern Paiute,Yaqui,8
Ute-Southern Paiute,Tohono O'odham,9
Ute-Southern Paiute,Central Carrier,10
Venda,Xhosa,1
Venda,Zulu,2
Venda,Lozi,3
Venda,Mambwe-Lungu,4
Venda,Bemba,5
Venda,Ndonga,6
Venda,Shona,7
Venda,Kamba,8
Venda,Nyanja,9
Venda,Yao,10
Vietnamese,Korean,1
Vietnamese,Standard Indonesian,2
Vietnamese,Japanese,3
Vietnamese,Burmese,4
Vietnamese,Romanian,5
Vietnamese,Mandarin Chinese,6
Vietnamese,Estonian,7
Vietnamese,Filipino,8
Vietnamese,Kirghiz,9
Vietnamese,Northern Uzbek,10
Vurës,Sie,1
Vurës,Daakie,2
Vurës,Nafsan,3
Vurës,Paama,4
Vurës,Lenakel,5
Vurës,Äiwoo,6
Vurës,Mali,7
Vurës,Aneityum,8
Vurës,To'abaita,9
Vurës,Cheke Holo,10
Wampanoag,Plains Cree,1
Wampanoag,Western Abenaki,2
Wampanoag,Isthmus Zapotec,3
Wampanoag,Malecite-Passamaquoddy,4
Wampanoag,Ipai,5
Wampanoag,Cheyenne,6
Wampanoag,Eastern Canadian Inuktitut,7
Wampanoag,Efik,8
Wampanoag,Klamath-Modoc,9
Wampanoag,Western Apache,10
Wampar,Kómnjo,1
Wampar,Terei,2
Wampar,Angguruk Yali,3
Wampar,Yabem,4
Wampar,Sinaugoro,5
Wampar,Gedaged,6
Wampar,Fuyug,7
Wampar,Nen,8
Wampar,Mali,9
Wampar,Telefol,10
Wandarang,Ritharrngu,1
Wandarang,Ngandi,2
Wandarang,Wubuy,3
Wandarang,Tweed-Albert,4
Wandarang,Nen,5
Wandarang,Jingulu,6
Wandarang,Yir-Yoront,7
Wandarang,Ngalkbun,8
Wandarang,Wik-Mungkan,9
Wandarang,Bardi,10
Warao,Border Kuna,1
Warao,Garifuna,2
Warao,Akawaio-Ingariko,3
Warao,Lega-Shabunda,4
Warao,Guarayu,5
Warao,Liberia Kpelle,6
Warao,Kinshasa Lingala,7
Warao,Besisi,8
Warao,Larike-Wakasihu,9
Warao,Jehai,10
Waray,Maranao,1
Waray,Iloko,2
Waray,Chamorro,3
Waray,Coastal-Naga Bikol,4
Waray,Masbatenyo,5
Waray,Maguindanao,6
Waray,Cebuano,7
Waray,Pangasinan,8
Waray,Pampanga,9
Waray,Hiligaynon,10
Wariyangga,Dhargari,1
Wariyangga,Yinggarda,2
Wariyangga,Dhalandji,3
Wariyangga,Bayungu,4
Wariyangga,Djiwarli,5
Wariyangga,Yuwaalaraay-Gamilaraay,6
Wariyangga,Nugunu,7
Wariyangga,Tweed-Albert,8
Wariyangga,Western Victoria,9
Wariyangga,Kumbainggar,10
Warlpiri,Yankunytjatjara,1
Warlpiri,Ngaanyatjarra,2
Warlpiri,Wirangu,3
Warlpiri,Kumbainggar,4
Warlpiri,Ngalkbun,5
Warlpiri,Jingulu,6
Warlpiri,Martu Wangka,7
Warlpiri,Tiwi,8
Warlpiri,Wik-Mungkan,9
Warlpiri,Mudburra,10
Welsh,Irish,1
Welsh,Scottish Gaelic,2
Welsh,Manx,3
Welsh,Latin,4
Welsh,Old English,5
Welsh,Modern Greek,6
Welsh,Eastern Armenian,7
Welsh,Portuguese,8
Welsh,Cornish,9
Welsh,Classical Syriac,10
Wersing,Teanu,1
Wersing,Dakaka,2
Wersing,Savosavo,3
Wersing,Kalamang,4
Wersing,Kwamera,5
Wersing,Djinang,6
Wersing,Oksapmin,7
Wersing,Tetum,8
Wersing,Teop,9
Wersing,Western Bukidnon Manobo,10
West Central Oromo,Mbay,1
West Central Oromo,Sidamo,2
West Central Oromo,Chantyal,3
West Central Oromo,Buli,4
West Central Oromo,Iraqw,5
West Central Oromo,Tumulung Sisaala,6
West Central Oromo,Luo,7
West Central Oromo,Anufo,8
West Central Oromo,Ndonga,9
West Central Oromo,Nandi,10
West Circassian,Javanese,1
West Circassian,Unami,2
West Circassian,Dzongkha,3
West Circassian,Leh Ladakhi,4
West Circassian,Tuvinian,5
West Circassian,Haitian,6
West Circassian,Belarusian,7
West Circassian,Western Neo-Aramaic,8
West Circassian,Chadian Arabic,9
West Circassian,Goan Konkani,10
West Kewa,Telefol,1
West Kewa,Terei,2
West Kewa,Kalam,3
West Kewa,Kómnjo,4
West Kewa,Enga,5
West Kewa,Yagaria,6
West Kewa,Angguruk Yali,7
West Kewa,Nakanai,8
West Kewa,Wampar,9
West Kewa,Kyaka,10
Western Abenaki,Plains Cree,1
Western Abenaki,Malecite-Passamaquoddy,2
Western Abenaki,Eastern Canadian Inuktitut,3
Western Abenaki,Ipai,4
Western Abenaki,Klamath-Modoc,5
Western Abenaki,Western Ojibwa,6
Western Abenaki,Wampanoag,7
Western Abenaki,Western Canadian Inuktitut,8
Western Abenaki,Isthmus Zapotec,9
Western Abenaki,Cheyenne,10
Western Apache,Jicarilla Apache,1
Western Apache,Havasupai-Walapai-Yavapai,2
Western Apache,Tohono O'odham,3
Western Apache,Malecite-Passamaquoddy,4
Western Apache,Ipai,5
Western Apache,Cheyenne,6
Western Apache,Navajo,7
Western Apache,Yaqui,8
Western Apache,Western Abenaki,9
Western Apache,Cayubaba,10
Western Bukidnon Manobo,Agusan Manobo,1
Western Bukidnon Manobo,Paiwan,2
Western Bukidnon Manobo,Casiguran-Nagtipunan Agta,3
Western Bukidnon Manobo,Tboli,4
Western Bukidnon Manobo,Central Bontoc,5
Western Bukidnon Manobo,Tetum,6
Western Bukidnon Manobo,Rungus,7
Western Bukidnon Manobo,Nung,8
Western Bukidnon Manobo,Batad Ifugao,9
Western Bukidnon Manobo,Yao,10
Western Canadian Inuktitut,Malecite-Passamaquoddy,1
Western Canadian Inuktitut,Eastern Canadian Inuktitut,2
Western Canadian Inuktitut,Central Siberian Yupik,3
Western Canadian Inuktitut,Ahtena,4
Western Canadian Inuktitut,Plains Cree,5
Western Canadian Inuktitut,Tanacross,6
Western Canadian Inuktitut,Western Abenaki,7
Western Canadian Inuktitut,Klamath-Modoc,8
Western Canadian Inuktitut,Aleut,9
Western Canadian Inuktitut,Western Tlacolula Valley Zapotec,10
Western Farsi,Urdu,1
Western Farsi,Hindustani,2
Western Farsi,Turkish,3
Western Farsi,Northern Pashto,4
Western Farsi,Sindhi,5
Western Farsi,Egyptian Arabic,6
Western Farsi,Standard Arabic,7
Western Farsi,Hindi,8
Western Farsi,Bengali,9
Western Farsi,Eastern Panjabi,10
Western Flemish,Dutch,1
Western Flemish,Belarusian,2
Western Flemish,Eastern Armenian,3
Western Flemish,Cornish,4
Western Flemish,Hungarian,5
Western Flemish,Galician,6
Western Flemish,Polish,7
Western Flemish,Serbian-Croatian-Bosnian,8
Western Flemish,Portuguese,9
Western Flemish,Georgian,10
Western Frisian,Papiamento,1
Western Frisian,Belarusian,2
Western Frisian,Javanese,3
Western Frisian,Galician,4
Western Frisian,Serbian-Croatian-Bosnian,5
Western Frisian,Eastern Yiddish,6
Western Frisian,Western Flemish,7
Western Frisian,Upper Sorbian,8
Western Frisian,Haitian,9
Western Frisian,Slovenian,10
Western Huasteca Nahuatl,Cayubaba,1
Western Huasteca Nahuatl,Yaqui,2
Western Huasteca Nahuatl,Central Tarahumara,3
Western Huasteca Nahuatl,Warao,4
Western Huasteca Nahuatl,K'iche',5
Western Huasteca Nahuatl,Tohono O'odham,6
Western Huasteca Nahuatl,Zuni,7
Western Huasteca Nahuatl,Limbu,8
Western Huasteca Nahuatl,Mayan,9
Western Huasteca Nahuatl,Yucatec Maya,10
Western Neo-Aramaic,Central Kurdish,1
Western Neo-Aramaic,Goan Konkani,2
Western Neo-Aramaic,Classical Syriac,3
Western Neo-Aramaic,Manx,4
Western Neo-Aramaic,Western Panjabi,5
Western Neo-Aramaic,Breton,6
Western Neo-Aramaic,Old English,7
Western Neo-Aramaic,Northern Pashto,8
Western Neo-Aramaic,Andalusian Arabic,9
Western Neo-Aramaic,West Circassian,10
Western Ojibwa,Ipai,1
Western Ojibwa,Western Abenaki,2
Western Ojibwa,Malecite-Passamaquoddy,3
Western Ojibwa,Plains Cree,4
Western Ojibwa,Western Apache,5
Western Ojibwa,Shoshoni,6
Western Ojibwa,Meskwaki,7
Western Ojibwa,Western Canadian Inuktitut,8
Western Ojibwa,Atakapa,9
Western Ojibwa,Wampanoag,10
Western Panjabi,Eastern Panjabi,1
Western Panjabi,Mundari,2
Western Panjabi,Kashmiri,3
Western Panjabi,Kudmali,4
Western Panjabi,Northern Pashto,5
Western Panjabi,Beja,6
Western Panjabi,Mahasu Pahari,7
Western Panjabi,Judeo-Yemeni Arabic,8
Western Panjabi,Tulu,9
Western Panjabi,Sadri,10
Western Parbate Kham,Paiwan,1
Western Parbate Kham,Yao,2
Western Parbate Kham,Chantyal,3
Western Parbate Kham,Chepang,4
Western Parbate Kham,Limbu,5
Western Parbate Kham,Tzotzil,6
Western Parbate Kham,Nung,7
Western Parbate Kham,Western Bukidnon Manobo,8
Western Parbate Kham,Hmong Njua,9
Western Parbate Kham,Nandi,10
Western Temne,Akan,1
Western Temne,Mískito,2
Western Temne,Herero,3
Western Temne,Lepcha,4
Western Temne,Mayan,5
Western Temne,Malayo,6
Western Temne,East Limba,7
Western Temne,Nupe-Nupe-Tako,8
Western Temne,Kalispel-Pend d'Oreille,9
Western Temne,Mbukushu,10
Western Tlacolula Valley Zapotec,Isthmus Zapotec,1
Western Tlacolula Valley Zapotec,Ipai,2
Western Tlacolula Valley Zapotec,Malecite-Passamaquoddy,3
Western Tlacolula Valley Zapotec,Klamath-Modoc,4
Western Tlacolula Valley Zapotec,Western Canadian Inuktitut,5
Western Tlacolula Valley Zapotec,Plains Cree,6
Western Tlacolula Valley Zapotec,Western Apache,7
Western Tlacolula Valley Zapotec,Romblomanon,8
Western Tlacolula Valley Zapotec,Classical Nahuatl,9
Western Tlacolula Valley Zapotec,Yaqui,10
Western Victoria,Nugunu,1
Western Victoria,Tweed-Albert,2
Western Victoria,Kumbainggar,3
Western Victoria,Adnyamathanha,4
Western Victoria,Wirangu,5
Western Victoria,Yir-Yoront,6
Western Victoria,Wubuy,7
Western Victoria,Muruwari,8
Western Victoria,Bardi,9
Western Victoria,Tunica,10
Wik-Mungkan,Kuku-Yalanji,1
Wik-Mungkan,Mudburra,2
Wik-Mungkan,Bardi,3
Wik-Mungkan,Muruwari,4
Wik-Mungkan,Ngalkbun,5
Wik-Mungkan,Tiwi,6
Wik-Mungkan,Yankunytjatjara,7
Wik-Mungkan,Yir-Yoront,8
Wik-Mungkan,Jingulu,9
Wik-Mungkan,Warlpiri,10
Wiltshire-Hampshire,Sussex,1
Wiltshire-Hampshire,South Yorkshire English,2
Wiltshire-Hampshire,Scots,3
Wiltshire-Hampshire,Essex,4
Wiltshire-Hampshire,Devon,5
Wiltshire-Hampshire,Pennsylvania German,6
Wiltshire-Hampshire,Ulster,7
Wiltshire-Hampshire,Louisiana Creole French,8
Wiltshire-Hampshire,Eastern Balochi,9
Wiltshire-Hampshire,Atakapa,10
Wirangu,Kumbainggar,1
Wirangu,Yandruwandha,2
Wirangu,Warlpiri,3
Wirangu,Martu Wangka,4
Wirangu,Adnyamathanha,5
Wirangu,Yankunytjatjara,6
Wirangu,Tweed-Albert,7
Wirangu,Jingulu,8
Wirangu,Ngaanyatjarra,9
Wirangu,Muruwari,10
Woleaian,Chuukese,1
Woleaian,Puluwatese,2
Woleaian,Marshallese,3
Woleaian,Palauan,4
Woleaian,Carolinian,5
Woleaian,Mokilese,6
Woleaian,Kapingamarangi,7
Woleaian,Yapese,8
Woleaian,Pohnpeian,9
Woleaian,Tokelau,10
Wolof,Moroccan Arabic,1
Wolof,Chadian Arabic,2
Wolof,Gambian Wolof,3
Wolof,Mapun,4
Wolof,Tausug,5
Wolof,Mandinka,6
Wolof,Anufo,7
Wolof,Yaqui,8
Wolof,Alabama,9
Wolof,Malacca-Batavia Portuguese Creole,10
Wu Chinese,Baba Malay,1
Wu Chinese,Tai Nüa,2
Wu Chinese,Nung,3
Wu Chinese,Ladino,4
Wu Chinese,Uighur,5
Wu Chinese,Malacca-Batavia Portuguese Creole,6
Wu Chinese,Sembakung Murut,7
Wu Chinese,Pampanga,8
Wu Chinese,Wolof,9
Wu Chinese,Pangasinan,10
Wubuy,Ngandi,1
Wubuy,Ritharrngu,2
Wubuy,Wandarang,3
Wubuy,Yir-Yoront,4
Wubuy,Wik-Mungkan,5
Wubuy,Bardi,6
Wubuy,Western Victoria,7
Wubuy,Djinang,8
Wubuy,Tiwi,9
Wubuy,Tweed-Albert,10
Xhosa,Zulu,1
Xhosa,Venda,2
Xhosa,Tswana,3
Xhosa,Southern Sotho,4
Xhosa,Ndonga,5
Xhosa,Lozi,6
Xhosa,Herero,7
Xhosa,Mbukushu,8
Xhosa,Shona,9
Xhosa,Ndau,10
Xârâcùù,Tiri-Mea,1
Xârâcùù,Nengone,2
Xârâcùù,Mele-Fila,3
Xârâcùù,Dehu,4
Xârâcùù,Kwamera,5
Xârâcùù,Dakaka,6
Xârâcùù,Sie,7
Xârâcùù,Aneityum,8
Xârâcùù,Lenakel,9
Xârâcùù,Nakanai,10
Yabem,Gedaged,1
Yabem,Wampar,2
Yabem,Angguruk Yali,3
Yabem,Mota,4
Yabem,Nakanai,5
Yabem,Kómnjo,6
Yabem,Kâte,7
Yabem,To'abaita,8
Yabem,Cheke Holo,9
Yabem,'Are'are,10
Yagaria,Selepet,1
Yagaria,Telefol,2
Yagaria,Enga,3
Yagaria,Oksapmin,4
Yagaria,West Kewa,5
Yagaria,Kalam,6
Yagaria,Kosarek Yale,7
Yagaria,Angguruk Yali,8
Yagaria,Grass Koiari,9
Yagaria,Nakanai,10
Yakan,Mapun,1
Yakan,Tboli,2
Yakan,Tausug,3
Yakan,Romblomanon,4
Yakan,Mansaka,5
Yakan,Maguindanao,6
Yakan,Muna,7
Yakan,Mag-Anchi Ayta,8
Yakan,Casiguran-Nagtipunan Agta,9
Yakan,Yogad,10
Yana,Klamath-Modoc,1
Yana,Seneca,2
Yana,Northeast Maidu,3
Yana,Coast Miwok,4
Yana,Tonkawa,5
Yana,Upper Chehalis,6
Yana,Tunica,7
Yana,Comanche,8
Yana,Ho-Chunk,9
Yana,Cahuilla,10
Yandruwandha,Ngalkbun,1
Yandruwandha,Wirangu,2
Yandruwandha,Ngaanyatjarra,3
Yandruwandha,Kumbainggar,4
Yandruwandha,Jingulu,5
Yandruwandha,Tiwi,6
Yandruwandha,Mudburra,7
Yandruwandha,Yankunytjatjara,8
Yandruwandha,Muruwari,9
Yandruwandha,Warlpiri,10
Yankunytjatjara,Ngaanyatjarra,1
Yankunytjatjara,Warlpiri,2
Yankunytjatjara,Mudburra,3
Yankunytjatjara,Jingulu,4
Yankunytjatjara,Wik-Mungkan,5
Yankunytjatjara,Wirangu,6
Yankunytjatjara,Ngalkbun,7
Yankunytjatjara,Kumbainggar,8
Yankunytjatjara,Tiwi,9
Yankunytjatjara,Muruwari,10
Yao,Paiwan,1
Yao,Akha,2
Yao,Tetum,3
Yao,Western Bukidnon Manobo,4
Yao,Central Bontoc,5
Yao,Western Parbate Kham,6
Yao,Venda,7
Yao,Lamba,8
Yao,Nung,9
Yao,Southern Jinghpaw,10
Yapese,Mokilese,1
Yapese,Pohnpeian,2
Yapese,Kosraean,3
Yapese,Chuukese,4
Yapese,Kapingamarangi,5
Yapese,Carolinian,6
Yapese,Palauan,7
Yapese,Mele-Fila,8
Yapese,Woleaian,9
Yapese,Marshallese,10
Yaqui,Tohono O'odham,1
Yaqui,Havasupai-Walapai-Yavapai,2
Yaqui,Western Huasteca Nahuatl,3
Yaqui,Alabama,4
Yaqui,Cahuilla,5
Yaqui,Comanche,6
Yaqui,Northwest Sahaptin,7
Yaqui,Zuni,8
Yaqui,Navajo,9
Yaqui,Koasati,10
Yeyi,Mushungulu,1
Yeyi,Pedi,2
Yeyi,West Central Oromo,3
Yeyi,Lozi,4
Yeyi,Ndonga,5
Yeyi,Thao,6
Yeyi,Arta,7
Yeyi,Venda,8
Yeyi,Yogad,9
Yeyi,Lundayeh,10
Yinggarda,Dhalandji,1
Yinggarda,Dhargari,2
Yinggarda,Wariyangga,3
Yinggarda,Bayungu,4
Yinggarda,Djiwarli,5
Yinggarda,Yuwaalaraay-Gamilaraay,6
Yinggarda,Tweed-Albert,7
Yinggarda,Nugunu,8
Yinggarda,Western Victoria,9
Yinggarda,Kumbainggar,10
Yir-Yoront,Bardi,1
Yir-Yoront,Tiwi,2
Yir-Yoront,Wubuy,3
Yir-Yoront,Ngalkbun,4
Yir-Yoront,Wik-Mungkan,5
Yir-Yoront,Kumbainggar,6
Yir-Yoront,Western Victoria,7
Yir-Yoront,Warlpiri,8
Yir-Yoront,Djinang,9
Yir-Yoront,Mudburra,10
Yogad,Mag-Anchi Ayta,1
Yogad,Mansaka,2
Yogad,Thao,3
Yogad,Mapun,4
Yogad,Muna,5
Yogad,Cebuano,6
Yogad,Lundayeh,7
Yogad,Yakan,8
Yogad,Rongga,9
Yogad,Hiligaynon,10
Yoruba,East Limba,1
Yoruba,Akan,2
Yoruba,Nzima,3
Yoruba,Ewe,4
Yoruba,Tsonga,5
Yoruba,Efik,6
Yoruba,Bobangi,7
Yoruba,Kuanyama,8
Yoruba,Goan Konkani,9
Yoruba,Sicilian,10
Yucatec Maya,Tzotzil,1
Yucatec Maya,K'iche',2
Yucatec Maya,Thao,3
Yucatec Maya,Limbu,4
Yucatec Maya,Koasati,5
Yucatec Maya,Bolivar-North Chimborazo Highland Quichua,6
Yucatec Maya,Tetum,7
Yucatec Maya,Iloko,8
Yucatec Maya,Central Tarahumara,9
Yucatec Maya,Paiwan,10
Yue Chinese,Min Dong Chinese,1
Yue Chinese,Beijing Mandarin,2
Yue Chinese,Hakka Chinese,3
Yue Chinese,Min Nan Chinese,4
Yue Chinese,Middle Chinese,5
Yue Chinese,Old Chinese,6
Yue Chinese,Mandarin Chinese,7
Yue Chinese,Halh Mongolian,8
Yue Chinese,Javanese,9
Yue Chinese,Shan,10
Yuwaalaraay-Gamilaraay,Dhargari,1
Yuwaalaraay-Gamilaraay,Wariyangga,2
Yuwaalaraay-Gamilaraay,Yinggarda,3
Yuwaalaraay-Gamilaraay,Dhalandji,4
Yuwaalaraay-Gamilaraay,Bayungu,5
Yuwaalaraay-Gamilaraay,Djiwarli,6
Yuwaalaraay-Gamilaraay,Nugunu,7
Yuwaalaraay-Gamilaraay,Western Victoria,8
Yuwaalaraay-Gamilaraay,Muruwari,9
Yuwaalaraay-Gamilaraay,Kuku-Yalanji,10
Yámana,Squamish,1
Yámana,Mangareva,2
Yámana,Eastern Ojibwa,3
Yámana,Lakota,4
Yámana,Arosi,5
Yámana,Kalispel-Pend d'Oreille,6
Yámana,Mota,7
Yámana,Dakota,8
Yámana,Chippewa,9
Yámana,Gilbertese,10
Zande,Ganda,1
Zande,Nupe-Nupe-Tako,2
Zande,Tswana,3
Zande,Zigula-Mushungulu,4
Zande,Ewe,5
Zande,Lamba,6
Zande,Ndau,7
Zande,Luo,8
Zande,Nandi,9
Zande,Bassa,10
Zigula-Mushungulu,Bassa,1
Zigula-Mushungulu,Ndau,2
Zigula-Mushungulu,East Limba,3
Zigula-Mushungulu,Ganda,4
Zigula-Mushungulu,Ha,5
Zigula-Mushungulu,Tsonga,6
Zigula-Mushungulu,Tswana,7
Zigula-Mushungulu,Lamba,8
Zigula-Mushungulu,Zande,9
Zigula-Mushungulu,Karamojong,10
Zulu,Xhosa,1
Zulu,Venda,2
Zulu,Ndonga,3
Zulu,Shona,4
Zulu,Tswana,5
Zulu,Nyanja,6
Zulu,Giryama,7
Zulu,Luo,8
Zulu,Lamba,9
Zulu,Southern Sotho,10
Zuni,Comanche,1
Zuni,Ute-Southern Paiute,2
Zuni,Seneca,3
Zuni,Yaqui,4
Zuni,Havasupai-Walapai-Yavapai,5
Zuni,Tunica,6
Zuni,Tonkawa,7
Zuni,Tohono O'odham,8
Zuni,Cahuilla,9
Zuni,Coast Miwok,10
Äiwoo,Nafsan,1
Äiwoo,Paama,2
Äiwoo,Mali,3
Äiwoo,Lenakel,4
Äiwoo,To'abaita,5
Äiwoo,Cheke Holo,6
Äiwoo,Talise,7
Äiwoo,Daakie,8
Äiwoo,Sie,9
Äiwoo,Vurës,10
